job_id,account,video_path,caption,status,worker_id,claimed_at,completed_at,error,attempts,max_attempts,retry_at,error_type
DQ_-FceiUUW-2,,chunk_01c\pbd.podcast\DQ_-FceiUUW-2.mp4,"Tom Brady just revealed what actually drives championship teams, and it's not what most people think.

During his conversation on @pbd.podcast, the NFL legend broke down the real difference between good players and great ones – and why ego is the silent killer of potential dynasties.

Brady didn't hold back on what separates winners from everyone else in high-pressure moments.

#TomBrady #PBDPodcast #PatrickBetDavid #Leadership #Championship #NFL #Mindset #Success #Winning #TeamWork #Football #GOAT #BusinessPodcast #Motivation",pending,,,,,,,,
DRNh19Nk6DQ-1,,chunk_01c\pbd.podcast\DRNh19Nk6DQ-1.mp4,"Tom drops a bombshell take that has everyone questioning everything they thought they knew. 👀

Does his argument hold up, or is there more to the story? Watch till the end and drop your take below. 

Via @pbd.podcast

#podcast #podcastclips #viral #trending #debate #controversy #pbd #valuetainment",pending,,,,,,,,
DRVMzaukz87-2,,chunk_01c\pbd.podcast\DRVMzaukz87-2.mp4,"Scott Jennings shares his unexpected observations from Dick Cheney's funeral service

Via @pbd.podcast

#ScottJennings #DickCheney #PoliticalCommentary #Funeral #WashingtonDC #Politics #PBDPodcast #Commentary #InsideView",pending,,,,,,,,
DRpa5ejk0uJ-1,,chunk_01c\pbd.podcast\DRpa5ejk0uJ-1.mp4,"Marty Makary breaks down the story behind his appointment in this revealing moment.

🎙️ Via @pbd.podcast

#MartyMakary #PBDPodcast #Podcast #Leadership #Interview #BehindTheScenes",pending,,,,,,,,
DRVgXGvkxWn-1,,chunk_01c\pbd.podcast\DRVgXGvkxWn-1.mp4,"Stephen Miller weighs in on this heated exchange 🎯

What's your take on his perspective? Drop your thoughts below 👇

Via @pbd.podcast

#StephenMiller #Politics #PoliticalDebate #Conservative #Trump #Biden #Election #PoliticalNews #Debate #AmericaFirst #MAGA #Republican #GOP #PoliticalDiscussion #CurrentEvents #News #Viral",pending,,,,,,,,
DRx0A2Qk1dg-1,,chunk_01c\pbd.podcast\DRx0A2Qk1dg-1.mp4,"The numbers don't lie and Vinnie came prepared with receipts 😂

via @pbd.podcast

#podcast #podcasting #podcasts #vinniepolitan #truecrime #news #debate #courttv #spotifypodcast #applepodcast #shorts #reels",pending,,,,,,,,
DN37EqqEmrF-1,,chunk_01c\podsaveamerica\DN37EqqEmrF-1.mp4,"The harsh reality check nobody wants to hear: no amount of documentation, legal status, or appearance will shield anyone from what's unfolding. @podsaveamerica breaks down why everyone needs to pay attention right now.

#crookedmedia #citizenship",pending,,,,,,,,
DNQpxAisdIJ-2,,chunk_01c\podsaveamerica\DNQpxAisdIJ-2.mp4,"The highly anticipated Trump-Putin meeting drops Friday, but @podsaveamerica isn't holding their breath for any masterful dealmaking that actually stops Russia's assault on Ukraine.

#PodSaveAmerica #CrookedMedia",pending,,,,,,,,
DO3p2Y0DTyF-1,,chunk_01c\podsaveamerica\DO3p2Y0DTyF-1.mp4,"A sobering reality check from Dr. Lilly Mason via @podsaveamerica: America's struggle with violence and politics isn't always separate—and the intersection is where things get dangerous.

#podsaveamerica #crookedmedia #politicalviolence",pending,,,,,,,,
DOJ6IV8lZic-2,,chunk_01c\podsaveamerica\DOJ6IV8lZic-2.mp4,"JD Vance's irritation factor gets dissected by @podsaveamerica in this one. The crew breaks down exactly what makes him tick in the most grating way possible.

#podsaveamerica #crookedmedia #jdvance",pending,,,,,,,,
DNwcXR4ZA44-1,,chunk_01c\podsaveamerica\DNwcXR4ZA44-1.mp4,"Marc Maron breaks down what happens when you stand up to power – and @podsaveamerica captured this essential moment. The comedian doesn't mince words about the price of resistance in today's political climate.

#PodSaveAmerica #CrookedMedia #Trump #MAGA",pending,,,,,,,,
DPAClmLkS5C-1,,chunk_01c\podsaveamerica\DPAClmLkS5C-1.mp4,"@podsaveamerica highlights the moment Jimmy Kimmel came back swinging 👊

#PodSaveAmerica #CrookedMedia #JimmyKimmel",pending,,,,,,,,
DOpNctsgs_c-1,,chunk_01c\podsaveamerica\DOpNctsgs_c-1.mp4,"Senator Chris Murphy's stark warning cuts through the noise: ""What has already been a pretty dark year, could get a lot darker."" The conversation with @podsaveamerica captures a sobering assessment of where things stand and what's potentially ahead.

#crookedmedia #podsaveamerica",pending,,,,,,,,
DOKQF62DS8H-2,,chunk_01c\podsaveamerica\DOKQF62DS8H-2.mp4,"Jon Favreau didn't hold back when @podsaveamerica discussed the silence from Chuck Schumer and Hakeem Jeffries on Zohran Mamdani's campaign. Three words said it all: ""It is pathetic.""

#podsaveamerica #crookedmedia #newyork #zohranmamdani",pending,,,,,,,,
DPzMju5gQ_s-1,,chunk_01c\podsaveamerica\DPzMju5gQ_s-1.mp4,"Protests are happening again—No Kings returns this Saturday, October 18, as highlighted by @podsaveamerica

#PodSaveAmerica #CrookedMedia #NoKings",pending,,,,,,,,
DPPRSTVgZ40-1,,chunk_01c\podsaveamerica\DPPRSTVgZ40-1.mp4,"Looking for healthcare that doesn't actually exist? The far-right has a plan for that. @podsaveamerica breaks down the absurdity.

#PodSaveAmerica #CrookedMedia #Healthcare",pending,,,,,,,,
DPW-hbajRUK-1,,chunk_01c\podsaveamerica\DPW-hbajRUK-1.mp4,"The messaging war has a playbook, and Dan Pfeiffer just shared it. @podsaveamerica dives into the strategic moves Democrats need to make to come out on top.

#PodSaveAmerica #CrookedMedia #Democrats",pending,,,,,,,,
DQcxRDaDqZz-1,,chunk_01c\podsaveamerica\DQcxRDaDqZz-1.mp4,"Standing firm against pressure tactics – Zohran Mamdani delivers a powerful message about resilience in the face of Trump's threats. His confidence in both the administration and the city's resolve speaks volumes. Via @podsaveamerica

#PodSaveAmerica #CrookedMedia #ZohranMamdani",pending,,,,,,,,
DQ2TlHCkdX7-2,,chunk_01c\podsaveamerica\DQ2TlHCkdX7-2.mp4,".@podsaveamerica's Tommy gets FTC Chair Lina Khan's take on her most unexpected supporters 🎯

Stream the full #crookedcon2025 lineup at crookedcon.com/program

#CrookedCon #LinaKhan #Politics #PodSaveAmerica #PoliticalPodcast #FTC #Interview",pending,,,,,,,,
DQE4nELiYQI-2,,chunk_01c\podsaveamerica\DQE4nELiYQI-2.mp4,"A conversation about accountability and owning up to past online behavior – Graham Platner sits down to discuss his previous internet posts and comments.

The complete interview is available now on @podsaveamerica's YouTube channel.

#PodSaveAmerica #Politics #Interview #Accountability #PoliticalDiscussion #YouTube",pending,,,,,,,,
DQsHxisk_nd-2,,chunk_01c\podsaveamerica\DQsHxisk_nd-2.mp4,"A decorated Army veteran shouldn't have to prove he belongs in the country he served—but that's exactly what George Retes was forced to do after being wrongfully detained by ICE. @podsaveamerica shares his powerful account of what happened.

#PodSaveAmerica #CrookedMedia #GeorgeRetes #Detainment",pending,,,,,,,,
DQxJmIRDxbE-1,,chunk_01c\podsaveamerica\DQxJmIRDxbE-1.mp4,"The message at #crookedcon was crystal clear when @sarahlongwell25 took the stage: keeping Epstein in the conversation isn't optional. @podsaveamerica captured this powerful moment where silence stops being an option.

#politics #politicaltiktok #podsaveamerica #crookedmedia #podcast",pending,,,,,,,,
DRhqnJjgBi--1,,chunk_01c\podsaveamerica\DRhqnJjgBi--1.mp4,"Representative Summer Lee weighs in on the congressional shake-up as Marjorie Taylor Greene steps down—@podsaveamerica catches her unfiltered take on what this means for Capitol Hill.

#PodSaveAmerica #CrookedMedia #MarjorieTaylorGreene",pending,,,,,,,,
DRLPIiOj1sv-2,,chunk_01c\podsaveamerica\DRLPIiOj1sv-2.mp4,"According to @podsaveamerica, Senate offices are signaling to Rep. Ro Khanna that his bill demanding the Epstein files be released is on track for a swift Senate vote.

#RoKhanna #EpsteinFiles #Congress #Senate #Transparency #Politics #PoliticalNews #Breaking #PodSaveAmerica",pending,,,,,,,,
DRVdnE1lNZA-2,,chunk_01c\podsaveamerica\DRVdnE1lNZA-2.mp4,"Progressive voices Jon and Dan weigh in on the House drama surrounding Chuy Garcia in this must-watch breakdown from @podsaveamerica

#PodSaveAmerica #CrookedMedia #ChuyGarcia",pending,,,,,,,,
DPesyEMCd0y-1,,chunk_01c\profgalloway\DPesyEMCd0y-1.mp4,"@profgalloway and @ed_elson_ dive into the dog debate—one makes his case for why the other needs a furry companion 🐕

From episode: The Great Sloppification of AI

#podcast #profgalloway #dogs #doglovers #petowner #aiconversation #lifedecisions #shouldigetadog",pending,,,,,,,,
DPplri2je4n-2,,chunk_01c\profgalloway\DPplri2je4n-2.mp4,"The unsexy truth about wealth? It's built in the mundane moments nobody wants to talk about. @profgalloway breaks down why the boring stuff is actually your golden ticket.

#money #wealth #rich #investing #financialfreedom #personalfinance #success #millionaire #motivation #entrepreneur #business #finance",pending,,,,,,,,
DQ-F35sErOM-1,,chunk_01c\profgalloway\DQ-F35sErOM-1.mp4,"@ProfGalloway needed some comfort, so @KaraSwisher offered her hand—though a hug was apparently asking too much.

via @profgalloway

#PivotTour",pending,,,,,,,,
DQ2vRoRjCb7-1,,chunk_01c\profgalloway\DQ2vRoRjCb7-1.mp4,"The dating résumés couldn't be more different: one's never experienced single life, the other built a career in it. When @KaraSwisher and @profgalloway get into relationship history, the ""beachfront property"" debate gets real. #PivotTour",pending,,,,,,,,
DQcT6EhkYG9-1,,chunk_01c\profgalloway\DQcT6EhkYG9-1.mp4,"According to @profgalloway, this pod episode features @kylascan breaking down how money and markets actually function. She's an economic commentator, educator, and the author behind ""In This Economy? How Money and Markets Really Work.""

#Economics #Money #Markets #Podcast #Finance #Economy #Business #Investing #FinancialEducation #MoneyTalk",pending,,,,,,,,
DQ8Eee8DLe9-1,,chunk_01c\profgalloway\DQ8Eee8DLe9-1.mp4,"@profgalloway caught @KaraSwisher bringing the Rydell High energy with her inner Danny Zuko on full display 🎤⚡

#PivotTour",pending,,,,,,,,
DQ9-TRjEpp5-2,,chunk_01c\profgalloway\DQ9-TRjEpp5-2.mp4,"The Oval Office just got a DIY upgrade—two pieces of paper with gold script, and suddenly any room gets presidential status. @profgalloway and @karaswisher proved exactly that when they transformed the Pivot Tour stage into their own command center.

#PivotTour",pending,,,,,,,,
DQC_fH0jTzj-2,,chunk_01c\profgalloway\DQC_fH0jTzj-2.mp4,"@profgalloway calls out the harsh reality: waiting for tech companies to safeguard kids is a losing game. The industry won't regulate itself when profit is on the line. Parents and policymakers need to step up because Silicon Valley isn't coming to save our children.

#tech #technology #socialmedia #bigtech #techcompanies #children #parenting #regulation #siliconvalley #ai #podcast #profg",pending,,,,,,,,
DQ2m0LSjN34-2,,chunk_01c\profgalloway\DQ2m0LSjN34-2.mp4,"Democracy under pressure becomes democracy refined. When @profgalloway sat down with @KaraSwisher, they explored a powerful truth: America's institutions are flexing under unprecedented strain during the Trump presidency—but that resistance might be exactly what makes them stronger. The real question isn't whether we're being tested. It's what we become after.

#PivotTour",pending,,,,,,,,
DQCq-yhERLv-1,,chunk_01c\profgalloway\DQCq-yhERLv-1.mp4,"The healthcare debate just got a major voice: @profgalloway makes his case for why America needs to fundamentally restructure its medical system through nationalization. His perspective cuts through the noise with data-driven reasoning that's sparking serious conversation.

#healthcare #medicare #medicareforall #healthinsurance #universalhealthcare #politics #uspolitics #americanpolitics #healthcarereform #publichealth #medicalcare #healthpolicy #profgalloway",pending,,,,,,,,
DQo1srYkeQ6-2,,chunk_01c\profgalloway\DQo1srYkeQ6-2.mp4,"The tech industry's role in male isolation isn't what you'd expect. In his latest book ""Notes on Being a Man,"" Scott Galloway breaks down how AI and big tech are creating what he calls ""asocial, asexual males"" during his conversation with Anderson Cooper. @profgalloway tackles the loneliness epidemic affecting men today with raw honesty.

#scottgalloway #andersoncooper #mensmentalhealth #loneliness #masculinity #bigtech #AI #socialskills #modernmasculinity #menshealth #mentalhealth #relationships #dating #technology #podcast",pending,,,,,,,,
DQxDsy-ic4x-1,,chunk_01c\profgalloway\DQxDsy-ic4x-1.mp4,"The real responsibilities of running a city might surprise you 🏛️

@profgalloway breaks down what being a mayor actually entails—and it's not what most people think. From budget decisions to crisis management, the role goes far beyond ribbon-cutting ceremonies.

Credit: @profgalloway

#mayor #leadership #politics #citygovernment #civics #publicsector #government #localgovernment #politicaleducation #civicengagement",pending,,,,,,,,
DRA8J6_Dbue-1,,chunk_01c\profgalloway\DRA8J6_Dbue-1.mp4,".@profgalloway breaks down masculinity with Ben Stiller in a conversation that hits different. Their talk at @92ndstreety dives into his #1 New York Times Bestseller 'Notes On Being a Man' – and the full episode on The Prof G Pod is worth your time.

#ProfG #BenStiller #NotesOnBeingAMan #NYTBestseller #Masculinity #PodcastClips #BookTok #MensHealth #PersonalGrowth #SelfImprovement #92Y #TheProfGPod",pending,,,,,,,,
DRhfk5pAEY4-2,,chunk_01c\profgalloway\DRhfk5pAEY4-2.mp4,"The AI market has everyone asking the same question: are we in a bubble? @karaswisher and @profgalloway break down what investors need to know right now—and Scott's advice might surprise you. (Credit: @profgalloway)

#AI #investing #stockmarket #techbubble #marketanalysis #investingtips #artificialintelligence #financialadvice #techstocks #wealthbuilding",pending,,,,,,,,
DRM3boEABke-1,,chunk_01c\profgalloway\DRM3boEABke-1.mp4,".@profgalloway wasn't holding back when he gave @karaswisher this absolutely unhinged description of Marjorie Taylor Greene's entire vibe 💀

#ProfGalloway #KaraSwisher #MarjorieTaylorGreene #MTG #Politics #PoliticalCommentary #Podcast #Costco #RotisserieChicken #PoliticalHumor #Commentary",pending,,,,,,,,
DRiEZMIklEA-1,,chunk_01c\profgalloway\DRiEZMIklEA-1.mp4,"The question isn't whether men are struggling—it's what kind of risk actually transforms them. @profgalloway breaks down why the current narrative around masculinity misses the mark entirely.

#scottgalloway #masculinity #mensmentalhealth #personaldevelopment #risktaking #modernmasculinity #menshealth #growthmindset #selfimprovement #motivation",pending,,,,,,,,
DRu1MaiEYpV-1,,chunk_01c\profgalloway\DRu1MaiEYpV-1.mp4,"Looking back at that unforgettable night at @92ndstreety when @profgalloway sat down with @benstiller – the conversation that followed was pure gold. Worth revisiting every moment.

#BenStiller #ScottGalloway #ProfG #92Y #Conversation #Interview #Comedy #Business #Leadership #Insights #NYC #NewYork #PodcastClips #Wisdom #Entertainment",pending,,,,,,,,
DRUkG63jVEQ-2,,chunk_01c\profgalloway\DRUkG63jVEQ-2.mp4,"Kara Swisher isn't holding back with her advice for NYC Mayor-elect Zohran Mamdani before he heads into a meeting with President Trump. Her message? Watch out for those couch moments with JD Vance. @profgalloway captures the tech journalist's signature sharp commentary as she weighs in on the political optics that could make or break Mamdani's early days in office.

#KaraSwisher #ZohranMamdani #Trump #JDVance #PoliticalAdvice #NYCMayor #TechJournalism #PoliticalCommentary #Leadership #Politics",pending,,,,,,,,
DBgl7IOP174-1,,chunk_01c\realalexclark\DBgl7IOP174-1.mp4,"The newest member just joined the crew, and Mochi Man is officially in! 🤩🐾 @realalexclark welcomes another one to the family.

#dog #dogs #dogsofinstagram #puppy #puppies #puppiesofinstagram #pet #pets #petsofinstagram #funny #funnyvideos #comedy #relatable",pending,,,,,,,,
DDyFuDcuw4K-1,,chunk_01c\realalexclark\DDyFuDcuw4K-1.mp4,"@realalexclark sits down with Dr. Joel 'Gator' Warsh to tackle the questions everyone's asking but few are answering—what's really behind the autism rate explosion? This Culture Apothecary episode dives deep into integrative pediatric insights, Amish community observations, and whether intervention can change outcomes. Dr. Warsh, a Board Certified Pediatrician and author of Parenting at Your Child's Pace plus the upcoming Between A Shot And A Hard Place, brings his expertise from @DrJoelGator straight to this conversation 💚🌿 Stream now on all podcast platforms and the Real Alex Clark YouTube channel. Drop 'AUTISM' below for the direct link 🧩

#podcast #autism #integrativemedicine #pediatrician #parenting #health #wellness #cultureapothecary #drjoelgator #parentingtips",pending,,,,,,,,
DG6FBNYuYp6-1,,chunk_01c\realalexclark\DG6FBNYuYp6-1.mp4,"When a vegetarian and a carnivore walk into the same conversation, chaos is guaranteed. @primetimestein and @realalexclark prove that diet debates never disappoint. 🥩🥗

📹 @realalexclark

#vegetarian #carnivore #meatdebate #dietdebate #comedy #funny #memes #relatable #fyp",pending,,,,,,,,
DFOQrG6zU7g-1,,chunk_01c\realalexclark\DFOQrG6zU7g-1.mp4,"Getting 90+ biomarkers checked without leaving home? That's exactly what @realalexclark discovered with @gogeviti. A phlebotomist comes straight to the door, tests everything from lipids to thyroid panels to vitamin levels and hormones, then a virtual health team breaks down the results and tracks progress through their app. Retests happen every 6 months, plus they can prescribe peptides and other treatments as needed.

Memberships run $110–$130 monthly, but his code ALEX takes 20% off the first month at gogeviti.com—no waitlist.

#gevitipartner

When's the last time you got comprehensive bloodwork done?!",pending,,,,,,,,
DEgZPiFSP7J-1,,chunk_01c\realalexclark\DEgZPiFSP7J-1.mp4,"@realalexclark sits down with @drwillcole—Hollywood's go-to functional medicine expert and The Art of Being Well host—for a deep dive on Culture Apothecary that's already turning heads. From the unique protocol he designed for Gwyneth Paltrow to his bold MAHA stance that had colleagues up in arms, Dr. Cole holds nothing back. They unpack cortisol face, expose how alcohol research gets manipulated, break down peptides, discuss PCOS solutions, and so much more. Stream it now on the Real Alex Clark YouTube channel or wherever you get your podcasts 💚🌿 Drop 'ALCOHOL' below for the episode link sent straight to your DMs!

#CultureApothecary #DrWillCole #FunctionalMedicine #MAHA #AlcoholTruth #CortisolFace #Peptides #PCOS #GwynethPaltrow #HealthPodcast #IntegrativeMedicine #WellnessJourney #TheArtOfBeingWell #PodcastEpisode #HealthyLiving",pending,,,,,,,,
DK3DhQDyWjE-2,,chunk_01c\realalexclark\DK3DhQDyWjE-2.mp4,"A bold statement incoming from @realalexclark 👀

Glam: @kissbykatietx

#trend #trends #style #outfit #ootd #ywls2025 #outfits",pending,,,,,,,,
DEoKaxovalc-2,,chunk_01c\realalexclark\DEoKaxovalc-2.mp4,"Will Harris has been working his family's Georgia land for four generations, and what he revealed about modern farming practices might change how you look at your grocery cart forever. In this Culture Apothecary conversation with @realalexclark, the White Oak Pastures owner doesn't hold back—from exposing greenwashing tactics to breaking down what's really happening with antibiotic chicken and debunking organic labels. The discussion covers regenerative agriculture, conventional farming's darker side, and whether grass-finished vs grain-finished actually matters. Stream the full episode now on Real Alex Clark's YouTube or wherever you listen to podcasts 🌿

Drop 'MEAT' below for the episode link 🥩

When brands slap ""organic"" on the label, are we getting the truth or just good marketing?

#RegenerativeAgriculture #OrganicFarming #SustainableFarming #EthicalFarming #WhiteOakPastures #CultureApothecary #GrassFedBeef #RegenerativeFarming #KnowYourFarmer #Podcast",pending,,,,,,,,
DI2bAbNzjff-2,,chunk_01c\realalexclark\DI2bAbNzjff-2.mp4,"The health insurance system isn't working for most people—but Andy Schoonover built something different. In this @cultureapothecary conversation, @realalexclark sits down with the @joincrowdhealth founder to explore how his Christian platform is helping people crowdfund medical expenses while ditching traditional insurance limitations. From functional medicine to chiropractic visits, members get to spend their dollars on wellness that actually matters. Stream it now on your favorite podcast app or YouTube! Drop 'INSURANCE' below for the link 💌💚🌿

#healthinsurance #crowdhealth #christianbusiness #functionalwellness #medicalfreedom #wellnessjourney #holistichealth #healthcarereform #podcast #newepisode",pending,,,,,,,,
DKSxhDjTWoS-1,,chunk_01c\realalexclark\DKSxhDjTWoS-1.mp4,"When the furniture store sees her pulling up after a breakup 💀 @realalexclark captures the chaotic energy of redecorating your entire life instead of just getting bangs

#women #healthandwellness #healthandfitness #relationships #propaganda #trends",pending,,,,,,,,
DIcpjjPSOOs-1,,chunk_01c\realalexclark\DIcpjjPSOOs-1.mp4,"Helen Morrison just revealed why Hollywood's been obsessed with these mysterious patches for over a century—and it's not what you'd expect. @realalexclark sits down with the 5th generation CFO of @frownies to uncover how this vintage beauty secret became the clean alternative celebrities choose over injections. 💚✨

Stream the full @cultureapothecary episode now on YouTube under 'Real Alex Clark' or your favorite podcast platform! 🌿

Drop 'FROWNIES' below for the direct link 💌

Ever heard of them before? 👀

#frownies #cleanbeauty #skincare #naturalskincare #antiaging #beautysecrets #skincareproducts #botoxalternative #podcast #podcastepisode #cultureapothecary #beautypodcast #skincaretips #naturalbeauty #beautyproducts",pending,,,,,,,,
DKfV0wDyRSj-2,,chunk_01c\realalexclark\DKfV0wDyRSj-2.mp4,"Alex from @realalexclark is testing out a personalized peptide serum from @regenere_skincare, and the early glow-up is real 💧✨ He's documenting his progress over 60 and 90 days to show the full transformation.

Want to try your own custom formula? Use code REALALEXCLARK for 10% off. Drop ""SKIN"" in the comments for a link to the personalized quiz and first-order discount 🌿

#RegenerePartner #MyRegenere #skincarejourney #cleanbeauty",pending,,,,,,,,
DIutv_JTvAO-2,,chunk_01c\realalexclark\DIutv_JTvAO-2.mp4,"Behind the scenes of his latest podcast, Alex Clark (@realalexclark) put his own apartment under the microscope—literally 🔬

Ryan Blaser from @testmyhome didn't just show up to chat. He came equipped to test everything: mold spores, EMFs, air quality, water toxicity, the works. The trusted environmental health expert who's worked with Lauryn Bosstick and Paul Saladino turned Alex's one-bedroom into a full-on health investigation site 🏠⚠️

Could invisible threats in your living space be the reason you feel off? Brain fog, constant fatigue, unexplained symptoms—sometimes the culprit isn't your body, it's your building 😷

After surviving his own battle with environmental illness, Ryan now helps people detect what's lurking where they live. This @cultureapothecary episode breaks it all down (and Alex promises a vlog with the shocking results coming soon) 🎥

Stream it now on all podcast platforms or catch it on Real Alex Clark's YouTube 💚🌿

Drop 'MOLD' in the comments for the direct link!

Ever questioned if your home environment was affecting your health?

#mold #moldtoxicity #emf #healthyhome #environmentalhealth #podcast #wellness #holistichealth #toxins #airquality #homehealth #chronicillness",pending,,,,,,,,
DMDaNesO7oK-1,,chunk_01c\realalexclark\DMDaNesO7oK-1.mp4,"Tucker Carlson opens up like never before in @realalexclark's latest Culture Apothecary episode! From navigating fatherhood and marriage challenges to the Epstein files, Elon and Trump's relationship shift, his Fox News exit, and even nicotine benefits—plus that raw truth about husbands feeling jealous when babies arrive. Alex pulls out the unfiltered stories you won't hear anywhere else. Stream now on all podcast platforms or search 'Real Alex Clark' on YouTube! Drop 'TUCKER' below for the direct link! 🎙️✨

#TuckerCarlson #AlexClark #CultureApothecary #PodcastEpisode #CandidConversation #Marriage #Parenting #FoxNews #ElonMusk #Trump #RealTalk #NewEpisode #PodcastRecommendation",pending,,,,,,,,
DMrBd8nytTh-1,,chunk_01c\realalexclark\DMrBd8nytTh-1.mp4,"When @realalexclark brings on @healthillie, you know the wellness industry is about to get exposed 👀 These two don't hold back, and Illie Balaj—holistic health coach, clean wellness store founder, and author of Yummy Colors—is serving up unfiltered truths alongside her friend Alex on the latest Culture Apothecary episode.

Stream wherever podcasts live or catch 'Real Alex Clark' on YouTube 📺 Want it sent straight to you? Drop 'TEA' below for the DM link 💌

This conversation hits different when it's two savage friends who actually know their stuff, calling out industry frauds while sharing the health hacks that actually work 🌿✨ Plus: has Alex's Trader Joe's obsession finally converted you? 

#CultureApothecary #HealthilliE #HolisticHealth #WellnessPodcast #PodcastEpisode #CleanWellness #HealthTips #WellnessCommunity #PodcastRecommendation #YummyColors",pending,,,,,,,,
DN3osFGZJrC-1,,chunk_01c\realalexclark\DN3osFGZJrC-1.mp4,"The biological age test that put @realalexclark at 18 years old has everyone talking. 👀

Through @gogeviti's system, he gets more than supplements—it's a complete analysis of 100+ biomarkers combined with his actual lifestyle habits, training schedule, and recovery patterns. The result? Custom daily packs designed specifically for his body's needs.

Everything lives in their app: his customized plan, tracking tools, and health data consolidated in one dashboard. What makes Geviti different is their philosophy—wellness adapts to fit his life, not the other way around. Zero filler. Zero cookie-cutter formulas. Just targeted results.

Grab 20% off your first order with code 'ALEX' at gogeviti.com/cultureapothecary ✨

Drop 'AGE' below for the direct 🔗 + discount code via DM!

Ever checked your biological age? 

#biohacking #longevity #menshealth #wellness #antiaging #healthoptimization #supplements #fitness #recovery #geviti",pending,,,,,,,,
DQppy58EhZm-1,,chunk_01c\realalexclark\DQppy58EhZm-1.mp4,"@realalexclark sits down with @calleymeans, the co-founder of TrueMed and voice behind the Make America Healthy Again movement, for a raw conversation that cuts through the noise. Fresh on @cultureapothecary, Calley breaks down his time as a special government employee at the White House and reveals the real story: Trump's alleged pharma deals, why kids are hitting puberty earlier than ever, the infertility crisis nobody's talking about, RFK Jr.'s controversies, and where MAHA is headed in year two.

Drop 'MAHA' below for the full episode link 🔗

Cell phones in schools—ban them or keep them? Weigh in 📱

#MAHA #MakeAmericaHealthyAgain #CalleyMeans #BigPharma #RFKJr #HealthFreedom #Wellness #PodcastEpisode #CultureApothecary #AlexClark #TrueMed",pending,,,,,,,,
DQe-IGrEmd3-2,,chunk_01c\realalexclark\DQe-IGrEmd3-2.mp4,"@gogeviti just made functional medicine accessible to 47 states — @realalexclark shows how personalized health testing is finally within reach for everyone. 🏡💉

Their at-home wellness program includes a concierge health team analyzing over 100 biomarkers to customize your care. No more being left out of advanced health solutions. ⚡️

Head to gogeviti.com/cultureapothecary with code 'ALEX' for 20% off. Drop ""HEALTH"" below for the direct link 🔗💌

#healthrevolution #functionalmedicine #wellness #biomarkers #personalizedhealth #wellnessjourney #healthoptimization #preventivehealth #holistichealth #biohacking",pending,,,,,,,,
DQVV8v_Aa-F-2,,chunk_01c\realalexclark\DQVV8v_Aa-F-2.mp4,"Mike Feldstein never imagined disaster zones would teach him the secret to better sleep, clearer skin, and calmer mornings—but here we are. The @jasprco founder sits down with @realalexclark on the latest @cultureapothecary episode to explain how invisible toxins in your living room might be the reason you feel ""off"" even after a full night's rest 💚🌿

From contaminated nurseries to the real reason behind chronic snoring, Mike breaks down what hospital-grade air quality actually means and why most homes are quietly sabotaging our health. He's even building a non-toxic school in Austin based on these principles 🏠☁️

Stream it now—search 'Real Alex Clark' on YouTube or your favorite podcast app 📺 Drop 'AIR' in the comments for a direct link sent straight to your DMs 🔗💌

Have you ever considered what you're actually breathing indoors?

#airquality #nontoxic #wellness #holistichealth #cleanliving #healthyhome #podcast #newepisode #indoorair #toxinfree #naturalhealth #sleepbetter #anxietyrelief",pending,,,,,,,,
DK-DVChoDRk-2,,chunk_01c\restispolitics\DK-DVChoDRk-2.mp4,"The airwaves, international asylum, and artificial intelligence deception—three questions that demanded answers. Rory and Alastair tackled them all in their latest question time session, dissecting Reform's media presence, the case for a worldwide refugee alliance, and whether AI manipulation was always inevitable. @restispolitics delivers the analysis worth hearing.

#politics #ukpolitics #britishpolitics #news #greatbritain",pending,,,,,,,,
DK97YFRBpAb-2,,chunk_01c\restispolitics\DK97YFRBpAb-2.mp4,"Alastair Campbell and Rory Stewart unpack one of politics' biggest contradictions: voters with strong values backing leaders who seem to have none 🎯

Via @restispolitics

#politics #politicians #society #restispolitics #podcastclips #politics101 #ukpolitics #podcast #politicstok #politicaltiktok #politicalpodcast #politicalcommentary #podcastclip",pending,,,,,,,,
DKVDQ4PPpa3-1,,chunk_01c\restispolitics\DKVDQ4PPpa3-1.mp4,"```
When political strategy meets reality check – Rory weighs in on what Kemi Badenoch needs to hear 👀

Via @restispolitics

#restispolitics #politics #politicstiktok #politicstok #ukpolitics #rorystewart #kemibadenoch
```",pending,,,,,,,,
DLps2Tyojk9-1,,chunk_01c\restispolitics\DLps2Tyojk9-1.mp4,"When the internet demands answers, Rory and Alastair deliver – diving into the Han Solo meme that's been on everyone's mind 🎬

🎙️ @restispolitics

#RestIsPolitics #Politics #UKPolitics #PoliticalPodcast #PoliticalDiscussion #Podcast #HanSolo #Meme #InternetCulture",pending,,,,,,,,
DN5uyE4DBA9-1,,chunk_01c\restispolitics\DN5uyE4DBA9-1.mp4,"Europe's energy dependency isn't something they can just switch off overnight. Rory and Alastair from @restispolitics break down the complex reality behind why cutting off all energy imports would create more problems than it solves 🔋

#RestIsPolitics #Politics #Energy #Europe #GeopoliticalAnalysis #PoliticalDiscussion #CurrentAffairs #EnergyPolicy",pending,,,,,,,,
